=============================================================
VERIFY CSV PRODUCTS DETAILED (ONE BY ONE)
Date: 2026-01-22 13:05:46
Cutoff: 2025-12-31 23:59:59
=============================================================

CSV products loaded: 790
CSV duplicate IDs encountered: 12

ID | NAMA | CSV | +BUY | -SELL | EXPECTED | DB | STATUS
765 | SOLINFEC CR | 4 | 6 | 3 | 7 | 7 | OK
389 | KALPANAX CREAM | 12 | 0 | 0 | 12 | 12 | OK
363 | HYDROCORTISON | 3 | 0 | 3 | 0 | 0 | OK
400 | KETOCONAZOLE CR DEXA | 7 | 0 | 3 | 4 | 4 | OK
123 | BUFACORT-N | 1 | 6 | 0 | 7 | 7 | OK
592 | NUFACORT | 5 | 0 | 0 | 5 | 5 | OK
786 | SYNALTEN | 7 | 0 | 0 | 7 | 7 | OK
906 | PIKANG SUANG | 6 | 10 | 8 | 8 | 8 | OK
984 | SRITI SALP | 8 | 0 | 1 | 7 | 7 | OK
252 | ERLANEO HYDROCORT | 5 | 0 | 0 | 5 | 5 | OK
98 | BEVALEX | 2 | 3 | 1 | 4 | 4 | OK
571 | NISAGON | 5 | 0 | 1 | 4 | 4 | OK
97 | BETASON-N | 8 | 0 | 1 | 7 | 7 | OK
83 | BENOSON | 3 | 0 | 0 | 3 | 3 | OK
84 | BENOSON-N 15g | 1 | 0 | 0 | 1 | 1 | OK
85 | BENOSON-N 5g | 3 | 3 | 3 | 3 | 3 | OK
987 | BENOSON 15gr | 2 | 0 | 0 | 2 | 2 | OK
96 | BETAMETASON | 6 | 0 | 2 | 4 | 4 | OK
314 | GENTAMICIN SLP | 12 | 0 | 3 | 9 | 9 | OK
248 | ERLADERM-N | 13 | 0 | 10 | 3 | 3 | OK
851 | VIRUGON CREAM | 2 | 0 | 0 | 2 | 2 | OK
4 | ACIFAR CREAM | 1 | 6 | 1 | 6 | 6 | OK
9 | ACYCLOVIR CREAM | 11 | 10 | 11 | 10 | 10 | OK
311 | GENOINT SK | 3 | 0 | 1 | 2 | 2 | OK
240 | ENBATIC | 20 | 0 | 6 | 14 | 14 | OK
933 | ENBATIC CREAM | 2 | 0 | 1 | 1 | 1 | OK
230 | DULCOLAX SUPP | 2 | 0 | 0 | 2 | 2 | OK
104 | VENTOLIN NEBUL | 7 | 0 | 1 | 6 | 6 | OK
941 | PROFENID SUPP | 10 | 0 | 0 | 10 | 10 | OK
282 | FLAGYSTATIN SUPP | 6 | 0 | 2 | 4 | 4 | OK
681 | PRORIS SUPP | 6 | 0 | 0 | 6 | 6 | OK
641 | PARCOK B | 4 | 0 | 0 | 4 | 4 | OK
642 | PARCOK K | 4 | 0 | 0 | 4 | 4 | OK
461 | M.KAPAK 10mL | 13 | 0 | 2 | 11 | 11 | OK
462 | M.KAPAK 14mL | 5 | 0 | 2 | 3 | 3 | OK
463 | M.KAPAK 28mL | 3 | 0 | 1 | 2 | 2 | OK
464 | M.KAPAK 3mL | 3 | 0 | 0 | 3 | 3 | OK
465 | M.KAPAK 54mL | 2 | 0 | 0 | 2 | 2 | OK
466 | M.KAPAK 5mL | 9 | 0 | 1 | 8 | 8 | OK
525 | MKP GAJAH 120ML | 1 | 0 | 0 | 1 | 1 | OK
526 | MKP GAJAH 30mL | 4 | 0 | 0 | 4 | 4 | OK
527 | MKP GAJAH 60mL | 2 | 0 | 0 | 2 | 2 | OK
469 | M. TELON GAJAH 30ml | 1 | 0 | 0 | 1 | 1 | OK
470 | M. TELON GAJAH 60ml | 4 | 0 | 0 | 4 | 4 | OK
532 | MKP LANG 120mL | 3 | 0 | 1 | 2 | 2 | OK
533 | MKP LANG 15mL | 5 | 12 | 4 | 13 | 13 | OK
534 | MKP LANG 30mL | 11 | 0 | 5 | 6 | 6 | OK
535 | MKP LANG 60mL | 11 | 12 | 8 | 15 | 15 | OK
957 | MKP LANG 210ML | 3 | 0 | 0 | 3 | 3 | OK
761 | SITRONELLA 30ml | 7 | 0 | 1 | 6 | 6 | OK
762 | SITRONELLA 60ml | 5 | 0 | 0 | 5 | 5 | OK
479 | M.TELON KONICARE PLUS 30ml | 3 | 0 | 0 | 3 | 3 | OK
480 | M.TELON KONICARE PLUS 60ml | 3 | 0 | 0 | 3 | 3 | OK
530 | MKP KONICARE PLUS 30ml | 1 | 0 | 0 | 1 | 1 | OK
531 | MKP KONICARE PLUS 60ml | 2 | 0 | 0 | 2 | 2 | OK
477 | M.TELON KONICARE 30ml | 2 | 0 | 0 | 2 | 2 | OK
478 | M.TELON KONICARE 60ml | 2 | 0 | 0 | 2 | 2 | OK
489 | M.TELON MY BABY  + 60ML | 3 | 0 | 3 | 0 | 0 | OK
490 | M.TELON MY BABY + 90ML | 0 | 3 | 0 | 3 | 3 | OK
983 | M.TELON MYBABY +150ML | 2 | 0 | 0 | 2 | 2 | OK
482 | M.TELON LANG 15mL | 4 | 0 | 0 | 4 | 4 | OK
483 | M.TELON LANG 30mL | 4 | 0 | 0 | 4 | 4 | OK
484 | M.TELON LANG 60mL | 4 | 0 | 0 | 4 | 4 | OK
481 | M.TELON LANG 100mL | 2 | 0 | 0 | 2 | 2 | OK
485 | M.TELON LANG PLUS 100mL | 1 | 0 | 0 | 1 | 1 | OK
915 | LARUTAN BOTOL B | 4 | 0 | 3 | 1 | 1 | OK
942 | LARUTAN KALENG | 5 | 0 | 0 | 5 | 5 | OK
943 | LARUTAN BOTOL K | 4 | 0 | 2 | 2 | 2 | OK
234 | KAPAS GULUNG100GR | 7 | 0 | 0 | 7 | 7 | OK
17 | ALKOHOL 70% 300mL | 8 | 0 | 3 | 5 | 5 | OK
15 | ALKOHOL 70% 100mL | 2 | 24 | 0 | 26 | 26 | OK
699 | RIVANOL 100mL | 5 | 25 | 2 | 28 | 28 | OK
700 | RIVANOL 300mL | 17 | 0 | 1 | 16 | 16 | OK
59 | ANTIMO TAB | 50 | 0 | 16 | 34 | 34 | OK
224 | DERMAFIX 5X7 | 50 | 0 | 2 | 48 | 48 | OK
963 | DERMAFIX 10X25 | 5 | 0 | 1 | 4 | 4 | OK
1003 | DERMAFIX 10X8 | 12 | 0 | 1 | 11 | 11 | OK
197 | DARYANTULLE | 3 | 0 | 0 | 3 | 3 | OK
456 | LOMATUL | 6 | 0 | 2 | 4 | 4 | OK
962 | ULTRAFIX | 10 | 0 | 6 | 4 | 4 | OK
499 | ALKOHOL SWAB | 6 | 0 | 1 | 5 | 5 | OK
1000 | HYPAFIX 5M | 1 | 0 | 0 | 1 | 1 | OK
517 | MICROLAX | 6 | 6 | 4 | 8 | 8 | OK
315 | MEDICREPE 3'' | 2 | 0 | 0 | 2 | 2 | OK
405 | MEDICREPE 4'' | 5 | 0 | 0 | 5 | 5 | OK
735 | MEDICREPE 6'' | 1 | 0 | 0 | 1 | 1 | OK
792 | TENSOCRAPE 3'' | 1 | 0 | 0 | 1 | 1 | OK
793 | TENSOCRAPE 4'' | 3 | 0 | 0 | 3 | 3 | OK
794 | TENSOCRAPE 6'' | 1 | 0 | 0 | 1 | 1 | OK
1004 | H2O2 | 3 | 0 | 2 | 1 | 1 | OK
92 | BETADINE SOL 15mL | 3 | 0 | 0 | 3 | 3 | OK
93 | BETADINE SOL 30mL | 4 | 0 | 0 | 4 | 4 | OK
94 | BETADINE SOL 5mL | 11 | 12 | 9 | 14 | 14 | OK
95 | BETADINE SOL 60mL | 2 | 0 | 0 | 2 | 2 | OK
207 | DETTOL LIQ 45ml | 2 | 3 | 0 | 5 | 5 | OK
208 | DETTOL LIQ 95ml | 2 | 3 | 1 | 4 | 4 | OK
395 | KAPAS GULUNG 50g | 2 | 6 | 0 | 8 | 8 | OK
874 | KAPAS GULUNG 250GR | 1 | 0 | 0 | 1 | 1 | OK
995 | KASSA KOTAK OM | 4 | 0 | 0 | 4 | 4 | OK
836 | VERBAN 10cm | 0 | 0 | 0 | 0 | 0 | OK
837 | VERBAN 15cm | 2 | 0 | 1 | 1 | 1 | OK
838 | VERBAN 5cm | 1 | 0 | 0 | 1 | 1 | OK
397 | KASSA  STERIL HUSADA | 20 | 0 | 8 | 12 | 12 | OK
980 | KASSA BIASA | 34 | 0 | 8 | 26 | 26 | OK
569 | LEUKOPLAST 2,5 | 1 | 0 | 1 | 0 | 0 | OK
643 | LEUKOPLAST 5 | 0 | 0 | 0 | 0 | 0 | OK
902 | POLIDENT K | 3 | 0 | 1 | 2 | 2 | OK
909 | POLIDENT B | 3 | 0 | 0 | 3 | 3 | OK
340 | HANSAPLAST ROLL 1m | 18 | 0 | 3 | 15 | 15 | OK
341 | HANSAPLAST ROLL 5m | 3 | 0 | 3 | 0 | 0 | OK
936 | BEDAK MARSK ALL | 9 | 0 | 0 | 9 | 9 | OK
703 | SAFE CARE | 2 | 0 | 1 | 1 | 1 | OK
1002 | TRANSPLUMIN KIDS | 1 | 0 | 0 | 1 | 1 | OK
35 | CESSA BABY | 3 | 0 | 2 | 1 | 1 | OK
579 | CESSA KIDS | 4 | 0 | 0 | 4 | 4 | OK
810 | TOLAKANGIN CARE ROLL ON | 2 | 0 | 0 | 2 | 2 | OK
410 | KONIDIN OBH | 1 | 30 | 3 | 28 | 28 | OK
296 | FRESH CARE ALL | 49 | 12 | 24 | 37 | 37 | OK
355 | HOT IN 120GR ALL VAR | 6 | 12 | 6 | 12 | 12 | OK
356 | HOT IN 60GR ALL VAR | 2 | 12 | 5 | 9 | 9 | OK
998 | HOT IN DCL 60GR | 3 | 6 | 2 | 7 | 7 | OK
999 | HOT IN DCL 120 GR | 2 | 6 | 2 | 6 | 6 | OK
130 | CALADINE LOT 60mL | 4 | 6 | 3 | 7 | 7 | OK
131 | CALADINE LOT 90mL | 5 | 0 | 0 | 5 | 5 | OK
132 | CALADINE POW 100mg | 4 | 0 | 0 | 4 | 4 | OK
133 | CALADINE POW 60mg | 3 | 3 | 1 | 5 | 5 | OK
997 | SUTRA 003 | 3 | 0 | 0 | 3 | 3 | OK
279 | FIESTA ALL | 3 | 0 | 1 | 2 | 2 | OK
805 | TISU MAGIC ALL | 25 | 0 | 6 | 19 | 19 | OK
7 | SUTRA BIRU S'12 | 4 | 0 | 0 | 4 | 4 | OK
687 | SUTRA ABU2 S'12 | 1 | 0 | 0 | 1 | 1 | OK
781 | SUTRA ABU-ABU S'3 | 3 | 0 | 0 | 3 | 3 | OK
782 | SUTRA OK 3'S | 2 | 0 | 2 | 0 | 0 | OK
783 | SUTRA OK S'12 | 5 | 0 | 0 | 5 | 5 | OK
784 | SUTRA MERAH S'12 | 1 | 12 | 3 | 10 | 10 | OK
785 | SUTRA MERAH S'3 | 15 | 0 | 7 | 8 | 8 | OK
888 | SUTRA BIRU S'3 | 5 | 0 | 0 | 5 | 5 | OK
967 | SUTRA MERAH  S'24 | 1 | 0 | 0 | 1 | 1 | OK
918 | SABUN IJO | 12 | 0 | 1 | 11 | 11 | OK
64 | ASEPSO ALL VAR | 6 | 12 | 5 | 13 | 13 | OK
384 | JF SULFUR ORANGE | 2 | 0 | 0 | 2 | 2 | OK
383 | JF SULFUR KUNING | 1 | 3 | 3 | 1 | 1 | OK
645 | PEDITOX | 8 | 0 | 0 | 8 | 8 | OK
659 | KANA B | 3 | 0 | 0 | 3 | 3 | OK
939 | MOMILEN DIAPER RUSH | 4 | 0 | 1 | 3 | 3 | OK
518 | BABY OIL | 1 | 0 | 0 | 1 | 1 | OK
419 | LACTACYD BABY | 1 | 3 | 2 | 2 | 2 | OK
420 | LACTACYD FEMINIM | 2 | 0 | 0 | 2 | 2 | OK
88 | BETADIN SABUN CAIR | 4 | 0 | 0 | 4 | 4 | OK
87 | BETADIN FEM | 3 | 0 | 0 | 3 | 3 | OK
738 | SELSUN BLUE | 2 | 0 | 0 | 2 | 2 | OK
739 | SELSUN YELLOW B | 4 | 0 | 0 | 4 | 4 | OK
740 | SELSUN YELLOW K | 2 | 0 | 0 | 2 | 2 | OK
89 | BETADINE KUMUR B | 4 | 0 | 0 | 4 | 4 | OK
90 | BETADINE KUMUR K | 2 | 3 | 1 | 4 | 4 | OK
41 | ANAKONIDIN 30mL | 4 | 0 | 1 | 3 | 3 | OK
43 | ANAKONIDIN OBH 30mL | 3 | 0 | 1 | 2 | 2 | OK
44 | ANAKONIDIN OBH 60mL | 6 | 0 | 2 | 4 | 4 | OK
799 | TERMOREX PLUS 30mL | 3 | 0 | 0 | 3 | 3 | OK
800 | TERMOREX PLUS 60mL | 3 | 0 | 2 | 1 | 1 | OK
598 | OBH COMBI ANAK ALL VAR | 20 | 9 | 8 | 21 | 21 | OK
57 | ANTASIDA SYR FM | 9 | 0 | 4 | 5 | 5 | OK
544 | MYLANTA LIQ 150mL | 2 | 0 | 0 | 2 | 2 | OK
545 | MYLANTA LIQ 50mL | 6 | 0 | 2 | 4 | 4 | OK
824 | ULTILOX SYR | 1 | 0 | 0 | 1 | 1 | OK
124 | BUFANTASID SYR | 2 | 0 | 0 | 2 | 2 | OK
660 | POLYSILANE SYR | 3 | 0 | 1 | 2 | 2 | OK
675 | PROMAG SYR 60ml | 1 | 0 | 1 | 0 | 0 | OK
302 | GASTRUCID SYR | 5 | 0 | 1 | 4 | 4 | OK
819 | TRIOCID SYR | 4 | 0 | 1 | 3 | 3 | OK
491 | MAAGEL SYR | 4 | 0 | 0 | 4 | 4 | OK
726 | SANMAG SYR | 2 | 3 | 3 | 2 | 2 | OK
655 | PLANTACID SYR | 3 | 3 | 3 | 3 | 3 | OK
654 | PLANTACID FORTE SYR | 2 | 2 | 2 | 2 | 2 | OK
595 | OB HERBAL 100mL | 2 | 0 | 0 | 2 | 2 | OK
596 | OB HERBAL 60mL | 7 | 0 | 2 | 5 | 5 | OK
639 | PARATUSIN | 15 | 0 | 12 | 3 | 3 | OK
283 | ACTIFED 25ML ALL | 4 | 0 | 0 | 4 | 4 | OK
106 | BISOLVON EXTRA SYR | 2 | 0 | 0 | 2 | 2 | OK
417 | LACOLDIN SYR | 2 | 0 | 0 | 2 | 2 | OK
105 | BISOLVON KIDS | 3 | 0 | 0 | 3 | 3 | OK
433 | LASERIN SYR 110ML | 3 | 0 | 0 | 3 | 3 | OK
434 | LASERIN SYR 30 mL | 8 | 0 | 2 | 6 | 6 | OK
435 | LASERIN SYR 60ML | 8 | 0 | 3 | 5 | 5 | OK
597 | OB HERBAL JUNIOR | 2 | 6 | 2 | 6 | 6 | OK
896 | VICKS F 44 ANAK 27ML | 7 | 0 | 1 | 6 | 6 | OK
897 | VICKS F 44 ANAK 54ML | 4 | 0 | 0 | 4 | 4 | OK
170 | COLDREXIN SYR | 2 | 0 | 0 | 2 | 2 | OK
287 | FLUCADEX SYR | 3 | 0 | 0 | 3 | 3 | OK
292 | FLUTOP C | 3 | 0 | 0 | 3 | 3 | OK
171 | COLVIN SYR | 3 | 0 | 0 | 3 | 3 | OK
882 | ZENIREX SYR | 2 | 6 | 2 | 6 | 6 | OK
119 | BRONCITIN | 6 | 0 | 0 | 6 | 6 | OK
180 | COPARCETIN SYR | 1 | 0 | 1 | 0 | 0 | OK
848 | TRIAMINIC F&B | 1 | 0 | 0 | 1 | 1 | OK
263 | ETAFLUSIN TAB | 90 | 0 | 10 | 80 | 80 | OK
46 | ANATON SYR | 7 | 0 | 0 | 7 | 7 | OK
40 | ANACETIN | 1 | 0 | 1 | 0 | 0 | OK
431 | LASERIN MADU 30ML | 2 | 0 | 0 | 2 | 2 | OK
432 | LASERIN MADU 60ML | 2 | 0 | 0 | 2 | 2 | OK
358 | HUFAGRIP KUNING | 4 | 10 | 3 | 11 | 11 | OK
357 | HUFAGRIP BP IJO | 12 | 0 | 3 | 9 | 9 | OK
895 | HUFAGRIP BIRU | 5 | 0 | 0 | 5 | 5 | OK
868 | WOOD'S ATT 60ML | 7 | 3 | 1 | 9 | 9 | OK
744 | SILADEX ALL VAR 100ml | 6 | 0 | 1 | 5 | 5 | OK
745 | SILADEX ALL VAR 30ml | 6 | 0 | 1 | 5 | 5 | OK
746 | SILADEX ALL VAR 60ml | 10 | 9 | 11 | 8 | 8 | OK
603 | OBIDA | 1 | 0 | 0 | 1 | 1 | OK
193 | CURVIT CL | 2 | 0 | 0 | 2 | 2 | OK
801 | CURCUMA GROW ALL | 5 | 0 | 0 | 5 | 5 | OK
734 | SCOTT EMULSION 200mL | 3 | 0 | 0 | 3 | 3 | OK
159 | CEREBROFOT GOLD ALL VAR | 4 | 3 | 3 | 4 | 4 | OK
262 | ELKANA SYR | 1 | 2 | 1 | 2 | 2 | OK
947 | BIOLYSIN SMART 60ML | 1 | 0 | 0 | 1 | 1 | OK
61 | APIALYS DROP | 2 | 0 | 1 | 1 | 1 | OK
422 | APIALYS SYR | 1 | 0 | 0 | 1 | 1 | OK
191 | CURCUMA PLUS SHARPY ALL VAR | 5 | 0 | 0 | 5 | 5 | OK
190 | CURCUMA PLUS IMUNS | 3 | 0 | 0 | 3 | 3 | OK
773 | STIMUNO SYR ALL VAR | 3 | 0 | 0 | 3 | 3 | OK
369 | IMBOOST FORCE | 2 | 0 | 0 | 2 | 2 | OK
370 | IMBOOST KIDS | 2 | 0 | 0 | 2 | 2 | OK
149 | CDR FORTOS | 4 | 0 | 0 | 4 | 4 | OK
150 | CDR S'10 | 12 | 0 | 1 | 11 | 11 | OK
151 | CDR S'15 | 3 | 0 | 0 | 3 | 3 | OK
693 | REDOXON | 3 | 0 | 0 | 3 | 3 | OK
146 | CAVIPLEX SYR | 1 | 0 | 0 | 1 | 1 | OK
79 | BATUGIN K | 1 | 0 | 1 | 0 | 0 | OK
258 | ESTER C BTL | 2 | 0 | 0 | 2 | 2 | OK
992 | VITALONG C s"30 | 2 | 0 | 0 | 2 | 2 | OK
242 | ENERVON C BTL | 3 | 0 | 0 | 3 | 3 | OK
760 | SIRPLUS ALL VAR | 12 | 0 | 2 | 10 | 10 | OK
827 | LACTULOSE SYR | 2 | 0 | 1 | 1 | 1 | OK
916 | MY WELL D3 | 2 | 0 | 0 | 2 | 2 | OK
393 | KAOTIN SYR | 1 | 6 | 0 | 7 | 7 | OK
556 | NEO KAOLANA SYR | 2 | 0 | 0 | 2 | 2 | OK
337 | GUANESTREP SYR | 7 | 0 | 2 | 5 | 5 | OK
633 | PARACETAMOL SYR | 9 | 0 | 3 | 6 | 6 | OK
271 | FARSIFEN SYR | 1 | 0 | 1 | 0 | 0 | OK
938 | NOVAGESIC SYR | 6 | 0 | 0 | 6 | 6 | OK
382 | ITRAMOL SYR | 5 | 0 | 0 | 5 | 5 | OK
788 | TEMPRA DROP | 2 | 0 | 1 | 1 | 1 | OK
789 | TEMPRA FORTE SYR | 2 | 0 | 1 | 1 | 1 | OK
790 | TEMPRA SYR B | 2 | 0 | 0 | 2 | 2 | OK
791 | TEMPRA SYR K | 2 | 3 | 1 | 4 | 4 | OK
573 | HUFAGRIP DEMAM SYR | 3 | 0 | 0 | 3 | 3 | OK
232 | DUMIN SYR | 2 | 0 | 1 | 1 | 1 | OK
680 | PRORIS FORTE SYR | 6 | 0 | 1 | 5 | 5 | OK
682 | PRORIS SYR | 7 | 0 | 3 | 4 | 4 | OK
727 | SANMOL DROP | 2 | 9 | 6 | 5 | 5 | OK
728 | SANMOL SYR | 11 | 6 | 9 | 8 | 8 | OK
920 | SANMOL FORTE SYR | 1 | 0 | 0 | 1 | 1 | OK
244 | OBH TROPICA EXTRA ALL | 7 | 0 | 0 | 7 | 7 | OK
914 | OBH TROPICA PLUS ANAK ALL | 7 | 3 | 7 | 3 | 3 | OK
649 | PIMTRAKOL ALL VAR | 22 | 0 | 9 | 13 | 13 | OK
972 | PIMTRAKOL KID | 2 | 0 | 0 | 2 | 2 | OK
753 | PACDIN COUGH ALL VAR | 3 | 6 | 3 | 6 | 6 | OK
203 | DEMACOLIN SYR | 9 | 0 | 2 | 7 | 7 | OK
42 | ANAKONIDIN 60mL | 1 | 3 | 2 | 2 | 2 | OK
344 | HEMAVITON ACTION | 5 | 0 | 0 | 5 | 5 | OK
345 | HEMAVITON STAMINA | 12 | 0 | 3 | 9 | 9 | OK
555 | NEO HORMOVITON | 9 | 0 | 0 | 9 | 9 | OK
267 | EYEVIT | 2 | 5 | 1 | 6 | 6 | OK
850 | VIOSTIN | 5 | 0 | 0 | 5 | 5 | OK
647 | OSTEFORTE | 2 | 0 | 0 | 2 | 2 | OK
212 | NATUR E ADVANCE | 2 | 0 | 2 | 0 | 0 | OK
549 | NATUR-E 300IU | 2 | 0 | 0 | 2 | 2 | OK
550 | NATUR-E S'16 | 4 | 0 | 1 | 3 | 3 | OK
551 | NATUR-E S'32 | 2 | 0 | 0 | 2 | 2 | OK
817 | NATUR E WHITE 16 | 3 | 0 | 1 | 2 | 2 | OK
748 | PROSTAKUR | 4 | 0 | 0 | 4 | 4 | OK
265 | EVER E S'12 | 4 | 0 | 0 | 4 | 4 | OK
646 | PHARMATON | 1 | 10 | 2 | 9 | 9 | OK
467 | M. IKAN S'100 | 3 | 0 | 0 | 3 | 3 | OK
945 | STIMUNO CAPSUL | 1 | 3 | 1 | 3 | 3 | OK
276 | FEMINAX | 4 | 0 | 4 | 0 | 0 | OK
866 | WELMOVE CAP | 3 | 0 | 2 | 1 | 1 | OK
266 | EVER E S'6 | 4 | 0 | 2 | 2 | 2 | OK
468 | M. IKAN S'50 | 2 | 0 | 2 | 0 | 0 | OK
965 | VITAMIN D3+K2 IPI | 6 | 0 | 1 | 5 | 5 | OK
613 | VITAMIN D3 IPI | 12 | 0 | 2 | 10 | 10 | OK
856 | VITAMIN B KOMP IPI | 8 | 12 | 11 | 9 | 9 | OK
857 | VITAMIN B1 IPI | 4 | 0 | 0 | 4 | 4 | OK
858 | VITAMIN B12 IPI | 11 | 0 | 2 | 9 | 9 | OK
855 | VITAMIN A IPI | 6 | 0 | 1 | 5 | 5 | OK
724 | SANGOBION S'4 | 2 | 20 | 10 | 12 | 12 | OK
561 | NEUROBION | 15 | 0 | 3 | 12 | 12 | OK
562 | NEUROBION 5000 | 9 | 10 | 11 | 8 | 8 | OK
731 | SARIDON | 26 | 0 | 1 | 25 | 25 | OK
219 | DIAPET NR | 12 | 0 | 3 | 9 | 9 | OK
929 | DIAPET S'10 | 12 | 0 | 5 | 7 | 7 | OK
843 | VICKS VAP 10g | 4 | 12 | 3 | 13 | 13 | OK
844 | VICKS VAP 25g | 4 | 0 | 1 | 3 | 3 | OK
845 | VICKS VAP 50g | 3 | 0 | 0 | 3 | 3 | OK
953 | VICKS IN HALER | 4 | 3 | 4 | 3 | 3 | OK
111 | CONTREXYN | 4 | 25 | 7 | 22 | 22 | OK
636 | PARAMEX FB | 12 | 0 | 4 | 8 | 8 | OK
522 | MIXAGRIP | 109 | 0 | 8 | 101 | 101 | OK
523 | MIXAGRIP FB | 74 | 0 | 15 | 59 | 59 | OK
629 | PANADOL BIRU | 8 | 0 | 2 | 6 | 6 | OK
630 | PANADOL IJO | 3 | 0 | 0 | 3 | 3 | OK
631 | PANADOL MERAH | 10 | 0 | 1 | 9 | 9 | OK
815 | PANADOL MERAH S'4 | 26 | 0 | 0 | 26 | 26 | OK
272 | LAXING  S'10 | 8 | 10 | 7 | 11 | 11 | OK
652 | DISFLATYL | 3 | 0 | 2 | 1 | 1 | OK
56 | SANAFLU | 15 | 0 | 1 | 14 | 14 | OK
200 | DECOLGEN | 14 | 0 | 4 | 10 | 10 | OK
192 | CURCUMA TAB | 10 | 0 | 2 | 8 | 8 | OK
110 | BODREX FB ALL VAR | 25 | 0 | 4 | 21 | 21 | OK
273 | FATIGON PUTIH | 5 | 0 | 2 | 3 | 3 | OK
274 | FATIGON SPIRIT | 9 | 0 | 2 | 7 | 7 | OK
558 | NEOZEP | 12 | 0 | 5 | 7 | 7 | OK
825 | ULTRAFLU | 16 | 0 | 15 | 1 | 1 | OK
112 | BODREX MIGRA | 4 | 25 | 3 | 26 | 26 | OK
228 | DULCOLAX S'10 | 5 | 0 | 2 | 3 | 3 | OK
229 | DULCOLAX S'4 | 21 | 0 | 3 | 18 | 18 | OK
696 | RENOVIT | 5 | 0 | 0 | 5 | 5 | OK
697 | RENOVIT GOLD | 5 | 0 | 0 | 5 | 5 | OK
409 | KONIDIN | 10 | 0 | 1 | 9 | 9 | OK
672 | PROCOLD | 16 | 0 | 2 | 14 | 14 | OK
568 | NEW DIATAB | 65 | 0 | 5 | 60 | 60 | OK
624 | OSKADON | 15 | 0 | 15 | 0 | 0 | OK
625 | OSKADON SP | 13 | 25 | 11 | 27 | 27 | OK
729 | SANMOL TAB | 40 | 0 | 7 | 33 | 33 | OK
108 | BODREX | 9 | 0 | 9 | 0 | 0 | OK
101 | BIOGESIC | 20 | 0 | 0 | 20 | 20 | OK
202 | DEGIROL S'10 | 2 | 10 | 5 | 7 | 7 | OK
160 | MIXADIN | 25 | 0 | 0 | 25 | 25 | OK
68 | ARKAVIT C | 7 | 0 | 1 | 6 | 6 | OK
414 | COROSOB | 4 | 0 | 1 | 3 | 3 | OK
375 | INCIDAL | 34 | 32 | 48 | 18 | 18 | OK
676 | PROMAG TAB | 20 | 36 | 34 | 22 | 22 | OK
237 | EM KAPSUL | 1 | 0 | 0 | 1 | 1 | OK
690 | RAPET WANGI | 3 | 0 | 0 | 3 | 3 | OK
648 | PIL TUNTAS | 2 | 0 | 0 | 2 | 2 | OK
188 | CTM PIM | 22 | 0 | 6 | 16 | 16 | OK
19 | IMBOST S'4 | 3 | 5 | 3 | 5 | 5 | OK
924 | IMBOST S'10 | 2 | 0 | 0 | 2 | 2 | OK
372 | IMUNOS | 7 | 0 | 0 | 7 | 7 | OK
440 | LELAP | 4 | 0 | 2 | 2 | 2 | OK
557 | NEO RHEUMACYL | 22 | 0 | 10 | 12 | 12 | OK
380 | INTUNAL F | 25 | 0 | 2 | 23 | 23 | OK
415 | KOYO CABE | 16 | 0 | 7 | 9 | 9 | OK
327 | GPU CREAM 150mL | 2 | 0 | 0 | 2 | 2 | OK
328 | GPU CREAM 250mL | 2 | 0 | 0 | 2 | 2 | OK
386 | KAKAK TUA | 1 | 3 | 1 | 3 | 3 | OK
179 | COPAL | 3 | 0 | 2 | 1 | 1 | OK
305 | GELIGA BALSEM 10g | 5 | 0 | 0 | 5 | 5 | OK
306 | GELIGA BALSEM 20g | 7 | 0 | 5 | 2 | 2 | OK
307 | GELIGA BALSEM 40g | 6 | 0 | 1 | 5 | 5 | OK
73 | BALSEM LANG 10g | 5 | 0 | 0 | 5 | 5 | OK
74 | BALSEM LANG 20g | 3 | 0 | 0 | 3 | 3 | OK
75 | BALSEM LANG 40g | 3 | 0 | 0 | 3 | 3 | OK
446 | LION HEAD B | 3 | 0 | 0 | 3 | 3 | OK
447 | LION HEAD K | 3 | 0 | 0 | 3 | 3 | OK
72 | BALPIRIK MERAH | 5 | 0 | 1 | 4 | 4 | OK
698 | RHEUMASON NELLCO | 2 | 6 | 3 | 5 | 5 | OK
259 | ESTER C S'4 | 11 | 0 | 1 | 10 | 10 | OK
241 | ENERVON C | 18 | 0 | 8 | 10 | 10 | OK
60 | VITALONG C S'4 | 7 | 0 | 0 | 7 | 7 | OK
71 | B COMPLEX STRIP | 8 | 0 | 0 | 8 | 8 | OK
115 | B1 STRIP | 204 | 0 | 4 | 200 | 200 | OK
853 | VITACIMIN | 36 | 100 | 18 | 118 | 118 | OK
873 | XON-CE | 43 | 0 | 24 | 19 | 19 | OK
473 | M.TAWON CC | 3 | 12 | 7 | 8 | 8 | OK
474 | M.TAWON DD | 6 | 0 | 3 | 3 | 3 | OK
475 | M.TAWON EE | 1 | 0 | 0 | 1 | 1 | OK
476 | M.TAWON FF | 1 | 0 | 0 | 1 | 1 | OK
82 | GELIGA CAIR 60ML | 3 | 0 | 0 | 3 | 3 | OK
308 | GELIGA CAIR 30ML | 2 | 0 | 0 | 2 | 2 | OK
325 | GPU 30mL | 8 | 6 | 8 | 6 | 6 | OK
